Age,Fare,SibSp,Parch,FamilySize,Pclass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,IsAlone,HasCabin
-0.11207775677801594,0.606478112514573,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,0.8295675466232271,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11207775677801594,-0.7386192560227691,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,-0.3709448379209555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11207775677801594,4.541678010611509,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,-1.571457222465138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.8798074793728043,-0.5160069486331199,-0.46508427634374117,0.7277823612437324,0.07341192703021858,0.8295675466232271,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.11824116000042058,-0.11363817912669494,0.4783345406270387,0.7277823612437324,0.7031624336026958,-0.3709448379209555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6494885625943678,-0.5378324782784772,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,0.8295675466232271,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2656237012969736,0.606478112514573,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,0.8295675466232271,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11207775677801594,4.678478630483108,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,-1.571457222465138,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11207775677801594,-0.5541010333201186,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,0.8295675466232271,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.11824116000042058,-0.3100608032940325,0.4783345406270387,-0.46618317148792077,0.07341192703021858,0.8295675466232271,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0375654664873917,0.10659324797001692,-0.46508427634374117,-0.46618317148792077,-0.5563385795422586,-1.571457222465138,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.6494885625943678,-0.504697767241667,0.4783345406270387,-0.46618317148792077,0.07341192703021858,0.8295675466232271,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.11207775677801594,0.9172829877152103,7.082266259422497,1.9217478939753856,5.741166486182514,0.8295675466232271,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
